High,Low,Open,Close,Volume
0.649021983,0.624373972,0.641187012,0.627857029,141555
0.639505982,0.618335009,0.627461016,0.634962976,102128
0.657788992,0.626030028,0.634514987,0.626030028,109567
0.630240023,0.599214017,0.627942979,0.607654989,303044
0.612240016,0.48397401,0.612240016,0.522967994,971664
0.572713971,0.514729977,0.523277998,0.561878026,371022
0.568861008,0.522533,0.562592983,0.53649497,249891
0.563459992,0.526961029,0.534116983,0.54717797,313860
0.552233994,0.512861013,0.547913015,0.517733991,133690
0.521546006,0.480993986,0.517620981,0.489014,243742
0.501897991,0.431647986,0.489629,0.434828997,383921
0.482988,0.420897007,0.431589007,0.447329015,609085
0.619466007,0.420991004,0.444988012,0.567701995,924822
0.611742973,0.504284024,0.56637001,0.539656997,878822
0.577395976,0.518688023,0.539681017,0.56358999,258356
0.68819201,0.561383009,0.563206971,0.616038978,635384
0.75751698,0.597097993,0.61974299,0.731316984,1089120
0.898172021,0.708890021,0.708890021,0.869641006,1846370
1.055789948,0.807856977,0.870938003,1.00248003,2373050
1.206660032,0.947373986,1.005249977,1.206660032,2279240
1.345049977,0.968159974,1.209200025,1.04121995,2429200
1.056380033,0.900170982,1.046579957,0.91662699,673892
1.076740026,0.899082005,0.920846999,1.055670023,588913
1.099789977,0.953647017,1.057970047,0.989789009,1145200
1.070440054,0.93661499,0.99456799,1.013360023,1907690
1.038720012,0.725664973,1.010650039,0.899049997,3060340
0.991258979,0.86038202,0.900699019,0.895636976,1179840
0.989848018,0.852928996,0.904771984,0.926032007,913666
0.943786979,0.86353898,0.923731983,0.927973986,890187
1.032680035,0.915660977,0.915660977,1.027469993,1021460
1.10642004,0.945263028,1.03252995,0.999278009,2045290
1.053040028,0.920967996,1.001260042,0.934347987,854581
0.945277989,0.729775012,0.941295981,0.79182899,1278580
0.913918972,0.763509989,0.796455026,0.895711005,806156
0.917308986,0.846023023,0.907721996,0.904096007,543671
0.906113029,0.876908004,0.905469,0.888812006,372514
0.921516001,0.874957025,0.891216993,0.906368017,411848
0.94473201,0.891970992,0.906166017,0.928961992,620945
1.032950044,0.905794024,0.924947977,1.007979989,1145440
1.011569977,0.940515995,0.993214011,0.993318975,681104
1.007969975,0.937497973,0.988713026,0.955532014,443528
0.955735028,0.898576021,0.955735028,0.924920022,614335
0.978743017,0.920939982,0.928758025,0.976140022,455976
0.984131992,0.958981991,0.979764998,0.968017995,372173
0.969057024,0.933870018,0.967492998,0.946968973,441875
0.948055029,0.895931005,0.946442008,0.900191009,524195
0.899492979,0.851105988,0.893827021,0.863537014,622991
0.903643012,0.804359972,0.863273025,0.88418299,947473
0.900050998,0.860695004,0.882099986,0.867950976,403813
0.929292977,0.862121999,0.868102014,0.915702999,462464
0.91415298,0.860532999,0.91414398,0.878614008,448358
0.895053983,0.847696006,0.879951,0.873118997,784439
0.886735976,0.85393697,0.878315985,0.874800026,652857
0.878017008,0.81892401,0.873170972,0.821210027,506307
0.837664008,0.785085976,0.818545997,0.812143028,539969
0.859574974,0.802372992,0.812081993,0.840040982,241278
0.872820973,0.824443996,0.841194987,0.862438023,232743
0.882435977,0.833114982,0.866416991,0.835500002,443608
0.850790977,0.787649989,0.83632201,0.811263978,520409
0.823644996,0.78232801,0.806024015,0.822117984,445903
0.82445401,0.770488024,0.82445401,0.792167008,624221
0.861590028,0.78729099,0.795589983,0.840395987,369589
0.929762006,0.819788992,0.839995027,0.929762006,801072
1.045369983,0.928546011,0.931195974,0.976972997,1376280
0.989394009,0.937438011,0.971538007,0.952884018,273614
1.013100028,0.950178027,0.956619978,0.993022025,563436
1.028839946,0.982240021,0.990589023,1.014150023,578618
1.018030047,0.974927008,1.01710999,0.991182029,320767
0.997610986,0.911807001,0.993043005,0.940701008,640765
0.939493001,0.908080995,0.938327014,0.920126975,300787
0.925873995,0.888916016,0.921523988,0.908071995,343535
0.943184972,0.899441004,0.90824002,0.903885007,472164
0.917389989,0.891182005,0.906064987,0.900771022,549113
0.90952599,0.862058997,0.89497298,0.864202023,454249
0.882939994,0.856064975,0.861782014,0.85807699,334993
0.882817984,0.847599983,0.859432995,0.863261998,354646
0.882556021,0.861993015,0.861993015,0.870362997,187114
0.89745301,0.838313997,0.870765984,0.854602993,425282
0.861537993,0.841150999,0.853165984,0.856365025,164565
0.872394025,0.832931995,0.856356025,0.845004976,235134
0.873054028,0.833231986,0.843834996,0.873054028,215742
0.941098988,0.866647005,0.874257982,0.911957979,604078
0.975413978,0.910277009,0.912097991,0.933542013,663994
0.954822004,0.931442022,0.933712006,0.948023975,206062
0.969636977,0.936559975,0.947400987,0.937124014,255504
0.991361976,0.934312999,0.938430011,0.971904993,407632
0.976437986,0.929835021,0.972045004,0.954479992,346245
0.970597029,0.946542978,0.953146994,0.950176001,219833
0.960659027,0.935707986,0.950028002,0.950860023,308791
0.974623024,0.935829997,0.95580101,0.942004979,647462
0.991824985,0.939715028,0.942752004,0.986788988,545600
0.992344975,0.97359997,0.985500991,0.986832976,226281
1.001029968,0.975099027,0.98555702,0.999230981,390888
1.069910049,0.99921602,0.99921602,1.06159997,1011920
1.28283,1.050089955,1.066100001,1.141000032,2898760
1.152179956,1.077029943,1.135470033,1.125200033,1005910
1.189589977,1.103189945,1.122099996,1.189589977,751961
1.319380045,1.142930031,1.184440017,1.208009958,3910550
1.308159947,1.168009996,1.220460057,1.220289946,2462630
1.328830004,1.20776999,1.221469998,1.327469945,1171150
1.542899966,1.322219968,1.332309961,1.426339984,4278930
1.46468997,1.305009961,1.422610044,1.371389985,2446740
1.619240046,1.353710055,1.363180041,1.531820059,2933220
1.585489988,1.486690044,1.532699943,1.553570032,1614960
1.581459999,1.465880036,1.547029972,1.501270056,1567240
2.030119896,1.49605,1.504119992,1.972669959,7370980
2.298419952,1.900539994,1.900539994,2.141200066,9669770
2.662580013,2.056139946,2.14763999,2.499269962,10739300
2.836990118,1.99477005,2.532740116,2.276370049,13939200
2.594939947,2.188649893,2.2474401,2.388550043,6961080
2.684669971,2.342030048,2.406450033,2.526489973,4903850
2.606770039,2.303900003,2.542979956,2.49496007,6662340
2.611809969,2.398920059,2.507719994,2.445060015,3725080
2.530970097,2.186350107,2.443150043,2.306040049,5847500
2.319689989,2.116309881,2.319689989,2.211689949,3994100
2.448980093,2.157200098,2.215189934,2.439640045,3451270
2.540169954,2.341619968,2.431930065,2.5286901,3987750
2.629539967,2.436460018,2.529030085,2.578039885,3552320
2.606179953,2.470920086,2.570349932,2.538990021,2636700
2.561150074,2.472009897,2.533819914,2.534460068,1921240
3.058190107,2.536380053,2.536410093,2.964339972,7007060
3.274280071,2.875370026,2.97300005,3.17979002,9725690
4.044640064,3.168750048,3.174989939,4.044640064,17954000
4.861440182,3.78309989,4.000549793,4.436260223,28640400
6.292230129,4.338300228,4.496819973,6.013100147,26408200
6.582749844,5.070759773,5.946149826,5.546979904,23360800
5.719540119,4.190000057,5.685050011,5.385320187,24218800
5.465060234,4.445710182,5.404329777,5.239729881,11226500
5.88699007,5.018559933,5.330530167,5.288350105,13934200
5.474860191,4.033840179,5.328320026,4.315289974,15889100
4.767069817,3.497370005,4.289169788,3.757240057,15451000
4.770569801,3.420880079,3.774699926,4.399129868,17054000
4.793220043,4.274690151,4.384789944,4.737889767,7666320
4.754059792,4.12706995,4.682199955,4.341330051,8631090
4.711510181,4.227610111,4.360549927,4.653619766,6413550
5.645709991,4.635250092,4.664949894,5.616499901,15056200
5.947639942,5.387819767,5.684929848,5.586209774,13380600
6.236470222,5.509250164,5.604050159,6.236470222,11426500
6.647409916,5.551239967,6.186709881,6.104800224,21471800
6.268750191,5.739049911,6.037829876,5.92166996,9526860
6.526919842,5.920519829,5.963079929,6.425859928,8903210
6.619339943,6.238369942,6.405509949,6.468349934,9851660
6.614510059,6.054289818,6.455649853,6.33698988,7648020
7.908639908,6.308849812,6.319310188,7.653689861,23098100
8.75345993,7.37130022,7.633029938,8.465390205,29130200
10.09739971,8.332030296,8.442290306,9.294150352,40314900
10.40600014,8.479419708,9.240559578,10.40600014,35520100
12.27400017,9.972900391,10.37030029,11.00370026,56439600
11.83600044,9.993610382,11.20400047,11.38290024,39112000
11.65190029,9.309490204,11.42879963,9.552630424,34085100
10.16639996,8.815770149,9.582139969,9.84720993,25524300
12.0546999,9.67098999,9.792420387,11.89799976,27540500
12.23929977,10.99110031,11.88150024,11.30500031,26851500
11.59990025,10.39369965,11.22159958,11.08279991,21002700
13.5333004,11.08769989,11.13070011,13.5333004,48957300
15.25710011,13.4673996,13.51019955,14.47500038,43915100
15.01299953,11.58209991,14.51220036,12.45259953,58385100
13.19779968,12.04679966,13.0017004,13.01000023,28404500
13.73069954,12.49540043,13.02159977,12.52089977,24335500
12.64350033,10.44260025,12.55869961,11.08150005,41650600
11.17879963,8.52451992,11.10910034,10.99810028,53956800
11.20370007,9.776630402,11.20370007,10.53069973,26735700
10.90380001,9.570400238,10.5163002,10.31980038,17651100
12.01490021,10.16160011,10.30370045,11.86410046,28572600
12.02519989,11.17700005,11.87919998,11.2748003,19730300
12.43260002,11.23709965,11.32789993,12.41670036,19353200
12.50160027,10.80350018,12.44219971,11.23499966,26081800
11.37290001,10.52719975,11.26029968,10.7432003,13782000
11.18080044,10.58920002,10.76790047,10.97399998,9425480
11.05420017,10.11209965,10.9861002,10.41919994,16744800
11.86130047,10.40750027,10.4314003,11.66559982,23188300
11.91359997,11.34980011,11.75269985,11.65639973,17684200
12.17850018,11.46920013,11.60529995,11.95289993,19351200
12.01189995,11.31569958,11.9197998,11.4034996,14966700
11.85039997,11.40060043,11.40060043,11.66359997,11373100
11.68879986,11.3987999,11.63059998,11.59889984,8682620
11.70639992,11.50870037,11.62829971,11.61830044,5580550
11.6157999,11.0163002,11.6157999,11.1573,9599070
11.21249962,10.13469982,11.21249962,10.43809986,20557300
10.97000027,10.27729988,10.44979954,10.68540001,16997100
10.80970001,9.953630447,10.69519997,10.06970024,13464500
10.38749981,9.655579567,10.07740021,9.719590187,14660600
10.08889961,9.06814003,9.69423008,9.150620461,16194800
9.224720001,7.455639839,9.149849892,8.936340332,42613400
8.946640015,8.00317955,8.942779541,8.643790245,15138100
8.6394701,7.154160023,8.6394701,7.442309856,23190100
8.719770432,7.069220066,7.441359997,8.044420242,31403300
8.757040024,8.021519661,8.075169563,8.38724041,13590700
8.616200447,8.097330093,8.386059761,8.242779732,12179000
8.649760246,8.114439964,8.235879898,8.609499931,9888460
9.701999664,8.560779572,8.623189926,9.309100151,24619600
9.506660461,8.496870041,9.332730293,9.036000252,21084100
9.306240082,8.595459938,9.075329781,8.71487999,12899100
8.825389862,8.313759804,8.68819046,8.465789795,15634700
8.721830368,7.962220192,8.45345974,8.102169991,13355400
8.272319794,7.668479919,8.149920464,7.821259975,13309300
8.552929878,7.73774004,7.791830063,8.294790268,14565200
8.473970413,7.95980978,8.293430328,8.001350403,10786400
8.094599724,7.2365098,8.007769585,7.554339886,18239900
7.551819801,7.058979988,7.526549816,7.39703989,17667300
7.967740059,7.319690228,7.388390064,7.759970188,19254500
7.913070202,7.166399956,7.740690231,7.172530174,11576000
7.730959892,7.171889782,7.207029819,7.457290173,8762080
9.366499901,7.453909874,7.453909874,8.813980103,36573300
9.011779785,8.432359695,8.775079727,8.846500397,16713800
10.32149982,8.850720406,8.894240379,10.16320038,41019200
10.1651001,9.279800415,10.1651001,9.31126976,21463900
10.03409958,9.267519951,9.38286972,9.413769722,17622400
10.04599953,9.29211998,9.396730423,9.826100349,18296200
9.952190399,9.037010193,9.809610367,9.346639633,21510600
9.475790024,9.212100029,9.315649986,9.370510101,10806500
9.597499847,8.926859856,9.372900009,9.482930183,15031000
9.641160011,9.203700066,9.494039536,9.297730446,13085300
9.479020119,9.261360168,9.282649994,9.361519814,9321790
10.01189995,9.389260292,9.431429863,9.996279716,15267500
10.50629997,9.856410027,9.995109558,10.05780029,24137700
11.05280018,10.01840019,10.06229973,10.50660038,31276900
10.61499977,9.807920456,10.50510025,10.23970032,18808000
10.44449997,9.926420212,10.23859978,9.962349892,9218400
11.44029999,9.968700409,9.968700409,11.17129993,29079900
12.48700047,11.15260029,11.19320011,12.19880009,37198700
14.25899982,12.17930031,12.17930031,13.55860043,65389900
14.87279987,13.33759975,13.54279995,14.76970005,53757500
15.04819965,13.3842001,14.85319996,13.63560009,50544100
14.05119991,13.11900043,13.68970013,14.01500034,24648400
14.34640026,13.76580048,14.04049969,14.28610039,17938900
14.49240017,13.19219971,14.27980042,13.46150017,23842800
13.77429962,12.01410007,13.30539989,12.7322998,41560600
12.89840031,11.76659966,12.79319954,12.52600002,27444700
12.98659992,12.05920029,12.51609993,12.43039989,20764000
12.38939953,10.50269985,12.38939953,11.29580021,57496400
12.36330032,10.37339973,11.33320045,11.89290047,47274800
12.69079971,11.77680016,12.11219978,12.35039997,28598400
12.88059998,12.26580048,12.32530022,12.72529984,14733800
14.26729965,12.64220047,12.74349976,14.07730007,42433400
14.31550026,13.43889999,14.10980034,14.00150013,22471300
14.04839993,13.62919998,13.99170017,13.73799992,10477200
13.87380028,13.25430012,13.74289989,13.84669971,22981500
13.94540024,13.42179966,13.86429977,13.74040031,15792400
14.07219982,13.56779957,13.76249981,13.97500038,11088400
14.05850029,13.73490047,14.0007,13.93410015,8720400
14.51200008,13.81459999,13.9453001,14.51200008,21421600
14.77960014,14.27519989,14.50790024,14.41769981,16941800
14.56719971,14.34020042,14.43060017,14.39859962,8256830
14.43179989,13.82069969,14.37590027,13.90859985,11312900
14.19159985,13.72029972,13.90909958,14.19159985,12176500
15.89999962,14.18640041,14.18640041,15.74370003,38210300
17.64419937,15.71959972,15.77229977,17.60269928,38023400
19.27350044,17.29859924,17.6128006,18.89319992,64412200
18.90530014,17.70949936,18.90530014,18.35429955,19393400
20.82970047,18.3628006,18.3628006,20.58860016,38531000
21.52269936,13.56760025,20.65089989,15.37679958,199408000
15.37860012,9.963640213,15.37860012,11.33069992,133937000
13.1821003,10.63560009,11.16730022,12.23419952,69783600
12.44830036,10.52470016,12.23690033,11.83950043,58143600
13.42039967,11.29179955,11.81980038,13.30669975,69245600
15.78559971,13.0951004,13.19970036,13.0951004,96994096
13.79109955,12.56400013,13.21560001,13.67619991,30806400
14.56729984,13.21940041,13.6821003,14.33209991,33332900
14.58189964,14.0170002,14.30280018,14.28299999,15383100
14.37390041,13.65649986,14.26109982,13.8501997,14747600
14.12110043,13.7493,13.80819988,13.88389969,10994700
13.98149967,11.71800041,13.92759991,12.17560005,43436600
13.03800011,11.68540001,12.17420006,12.61120033,26982800
12.74190044,12.25360012,12.60289955,12.46150017,15801300
12.49129963,11.73349953,12.43809986,12.19950008,17236500
12.22089958,11.95020008,12.2159996,12.12839985,8987070
12.14519978,11.58909988,12.12080002,11.72019958,10588700
11.88020039,11.38949966,11.69610023,11.47099972,12943500
11.51780033,9.576259613,11.45740032,10.61139965,45526900
11.10560036,10.28079987,10.57579994,10.52890015,18137300
10.56579971,9.803210258,10.53590012,10.1093998,15407200
11.5248003,9.961259842,10.11530018,11.39459991,20039800
11.45670033,10.72949982,11.41769981,10.96549988,17254800
11.01369953,10.78219986,10.96039963,10.94760036,5479240
11.00930023,10.26019955,10.94110012,10.45899963,13098000
10.76200008,10.42580032,10.44699955,10.51609993,11127700
10.58950043,10.40390015,10.50660038,10.50049973,6715660
11.68190002,10.59689999,10.59689999,11.51319981,23621900
12.43130016,11.48999977,11.49909973,11.95160007,26838900
11.93589973,11.5923996,11.91940022,11.65279961,10445700
11.67029953,11.00739956,11.62349987,11.15869999,17921600
11.61009979,10.94830036,11.17300034,11.03439999,15931900
12.0138998,11.01029968,11.04660034,11.61909962,21730000
12.99139977,11.56690025,11.59020042,12.45059967,60226100
12.71030045,11.99370003,12.46010017,12.65069962,24636900
14.81340027,12.53989983,12.65750027,14.66189957,74779504
14.89890003,14.04969978,14.66549969,14.29969978,32489700
14.43739986,12.31610012,14.29580021,12.74950027,77750800
13.85700035,12.68379974,12.74339962,13.83609962,36673800
13.85109997,11.72719955,13.81610012,11.98950005,94428800
13.31190014,11.83570004,12.05049992,12.97280025,58278800
12.98820019,12.49269962,12.97910023,12.84360027,24603900
12.87059975,12.55420017,12.83640003,12.79459953,14082300
12.80130005,12.46100044,12.79740047,12.46100044,9047810
12.50979996,11.5472002,12.43970013,11.87590027,25441400
12.01369953,10.94159985,11.89480019,10.94159985,23999500
11.13720036,8.200980186,10.94849968,8.787280083,88803296
10.41800022,8.876799583,8.876799583,10.29389954,53979400
11.29119968,10.15639973,10.31099987,11.04279995,38151400
11.17640018,10.76319981,11.01900005,10.92539978,15487900
10.93760014,10.28579998,10.91670036,10.8810997,16712600
11.08959961,10.77999973,10.85919952,10.91160011,16551000
11.3288002,10.85900021,10.91349983,11.24540043,14956700
12.45460033,11.19999981,11.27460003,12.24429989,36656600
12.45779991,11.98250008,12.22980022,12.14319992,28096300
12.2723999,11.63379955,12.13819981,11.69089985,17505000
12.04160023,11.63510036,11.68889999,11.7784996,13690100
11.79109955,11.51179981,11.77040005,11.57129955,7539490
11.69460011,11.09910011,11.58329964,11.19480038,8680160
11.3107996,11.00010014,11.20170021,11.2184,7500840
11.23729992,11.00279999,11.22869968,11.13969994,7051510
11.15480042,10.74860001,11.13319969,10.75279999,8833760
11.00909996,10.74479961,10.74750042,10.7560997,6935800
10.80109978,10.72789955,10.74629974,10.74870014,5390850
11.30070019,10.74909973,10.75010014,11.24740028,7443540
11.25380039,10.9939003,11.25329971,11.17920017,4355660
11.34080029,11.07499981,11.1850996,11.12090015,6588920
11.22999954,10.89799976,11.13700008,11.03059959,6489380
11.15460014,11.00949955,11.02429962,11.03600025,4423420
11.38510036,11.01679993,11.03129959,11.35739994,8552380
11.44540024,11.2112999,11.35239983,11.29539967,5857850
11.29399967,11.13949966,11.29399967,11.14820004,15108400
11.14700031,10.92000008,11.14700031,10.92930031,5303040
11.14620018,10.78979969,10.9151001,10.98379993,8130540
11.30360031,10.95880032,10.99209976,11.22889996,7221260
11.68019962,11.18389988,11.23859978,11.67240047,11073700
12.58150005,11.64850044,11.6704998,11.99489975,24051500
12.31330013,11.88239956,11.96420002,12.11299992,9368300
12.36359978,11.34720039,12.11289978,11.75870037,13358800
11.79360008,11.47389984,11.75409985,11.67990017,7220550
11.80659962,11.59399986,11.68050003,11.71700001,5724100
11.72840023,11.47280025,11.72539997,11.68910027,6346330
11.72630024,11.51500034,11.69449997,11.5479002,6115050
11.7013998,11.2524004,11.54580021,11.34589958,11535000
11.68000031,11.38689995,11.41250038,11.65279961,6109200
12.21510029,11.54370022,11.66230011,12.16849995,7220300
12.20790005,11.58969975,12.20790005,11.63840008,8791180
11.94699955,11.61359978,11.64299965,11.89369965,7478080
12.0855999,11.88080025,11.88869953,11.91870022,11704300
11.99720001,11.85589981,11.90460014,11.92319965,5694820
12.13539982,11.92269993,11.94309998,11.93700027,7309090
12.74860001,11.90289974,11.95960045,12.55580044,17421500
12.76299953,12.44239998,12.55819988,12.69859982,7446610
12.98729992,12.15550041,12.68640041,12.43120003,22433300
13.18900013,12.41749954,12.43599987,13.18900013,13838800
14.43029976,13.11979961,13.21389961,14.43029976,31929100
14.43410015,13.17020035,14.43410015,13.76850033,28645000
13.66499996,12.47859955,13.66499996,13.2475996,27382800
13.44690037,13.10159969,13.20800018,13.33129978,9166430
13.34300041,12.68169975,13.32229996,12.87790012,9824880
13.10750008,12.79749966,12.85249996,13.1008997,5283440
13.16959953,12.74020004,13.16959953,12.82310009,7213070
13.21140003,12.85589981,12.86390018,13.09829998,6831070
13.48379993,13.08129978,13.10739994,13.2748003,10239000
13.33609962,13.07339954,13.27680016,13.07339954,5990630
13.3427,13.02449989,13.07600021,13.22480011,5950840
13.30910015,13.04559994,13.20320034,13.17269993,6331160
13.29590034,13.14309978,13.18019962,13.19970036,4079660
13.48519993,13.18719959,13.20300007,13.45240021,7458320
13.53100014,13.21150017,13.45049953,13.27700043,8348280
13.34669971,13.03569984,13.28339958,13.03569984,9881370
13.14360046,12.6868,13.02630043,12.85429955,12044800
12.99020004,12.53470039,12.85159969,12.66709995,8933050
12.68690014,12.0454998,12.67399979,12.2191,11611200
12.35709953,11.97949982,12.21560001,12.05370045,7208480
12.06219959,11.6239996,12.06070042,11.75549984,10809200
12.16090012,11.75129986,11.76239967,11.78569984,11727700
12.07199955,11.70720005,11.78460026,11.93350029,9694640
12.13119984,11.78369999,11.90919971,11.9630003,8665190
12.07400036,11.89589977,11.98910046,11.9382,4333510
11.99619961,11.77680016,11.93610001,11.98340034,4991840
12.00969982,11.93319988,11.98169994,11.95160007,3617280
12.03390026,11.86130047,11.95559978,12.00500011,5724440
12.92780018,11.99590015,11.99590015,12.58850002,18864200
12.61909962,11.90849972,12.59259987,12.02260017,10576200
12.28880024,11.99720001,12.04629993,12.09899998,8170760
12.20540047,12.02340031,12.12969971,12.17539978,5676920
12.19019985,11.95409966,12.18039989,12.07149982,7583820
12.14309978,11.9392004,12.1303997,12.03600025,5774660
12.10070038,11.90909958,12.03719997,11.96899986,5739690
11.99339962,11.14750004,11.96759987,11.41399956,19316000
11.66250038,11.38409996,11.38409996,11.53199959,10221800
11.60649967,11.26350021,11.53120041,11.49969959,13255400
11.57839966,10.95390034,11.47490025,11.08510017,13971500
11.19849968,9.563269615,11.10029984,10.44460011,27070400
11.45370007,10.29489994,10.42819977,11.18280029,16694900
11.49849987,10.93519974,11.22959995,10.99820042,13393900
11.1796999,10.30410004,10.95779991,10.76609993,22901300
11.16040039,10.69250011,10.77350044,10.75259972,11691700
11.10750008,10.76239967,10.79769993,10.80099964,15228600
11.12220001,10.81750011,10.81750011,11.09070015,9958040
11.23659992,10.88339996,11.0948,11.00249958,5502670
11.24540043,10.85200024,10.99170017,10.87349987,5688710
10.95670033,10.78429985,10.90369987,10.80879974,5992480
10.92430019,10.73980045,10.85060024,10.83370018,6258150
10.8348999,10.22290039,10.81989956,10.65550041,14606600
10.67710018,10.51329994,10.67469978,10.52449989,4253980
10.57269955,10.25699997,10.51399994,10.28989983,6056300
10.33619976,9.697310448,10.29240036,9.877960205,10052500
10.4126997,9.841759682,9.887649536,10.10149956,8227770
10.15709972,9.956040382,10.09819984,9.966480255,3573250
10.32190037,9.85144043,9.971940041,10.21749973,6557550
10.32660007,9.931429863,10.21700001,10.05910015,9533550
10.19019985,9.920249939,10.05959988,9.99118042,6984700
10.0060997,9.476160049,9.988349915,9.476160049,10816100
9.745820045,9.48208046,9.482819557,9.662759781,5186540
9.711090088,9.520170212,9.66121006,9.5792799,5173420
9.637789726,9.541689873,9.580160141,9.620820045,3663210
10.23880005,9.591099739,9.625760078,9.905719757,11284400
9.959259987,9.763790131,9.919770241,9.8436203,4812310
9.852600098,8.928609848,9.846030235,9.23167038,15987800
9.752519608,9.211230278,9.22852993,9.402050018,7669720
9.501029968,9.310750008,9.416430473,9.328109741,3505990
9.333519936,8.775500298,9.312020302,8.998470306,8707660
9.011679649,8.723609924,8.998439789,8.724820137,6046890
8.744429588,7.875730038,8.728699684,8.174119949,17000400
8.751130104,8.155480385,8.155480385,8.587539673,10626600
8.646030426,8.359060287,8.60161972,8.452500343,5882340
8.455570221,7.41779995,8.455570221,7.759960175,18579800
8.151169777,7.66824007,7.766329765,7.921339989,12112100
7.947770119,7.44367981,7.903429985,7.44367981,8450790
7.638860226,6.655499935,7.410590172,6.821660042,17344500
7.922679901,5.978869915,6.804599762,7.868929863,50671200
8.540840149,7.328440189,7.894830227,8.381480217,22229600
8.861330032,8.230509758,8.383500099,8.230509758,16042700
8.674090385,8.054329872,8.168140411,8.446009636,12916300
8.528409958,8.016770363,8.438369751,8.125160217,8108370
8.26856041,8.10299015,8.126409531,8.193619728,5545500
8.606329918,8.16508007,8.192359924,8.522210121,9119700
8.530890465,8.345720291,8.520400047,8.422849655,4486190
8.518650055,8.248869896,8.451499939,8.265230179,7337220
8.235329628,7.722410202,8.235329628,7.82847023,13184400
7.934770107,7.804470062,7.859039783,7.858210087,5178610
7.89910984,7.520569801,7.855690002,7.876589775,8502620
7.932859898,7.719480038,7.860519886,7.865320206,5890020
7.869430065,7.625189781,7.869430065,7.643819809,5894760
7.745900154,7.57159996,7.633679867,7.660039902,6313550
7.943600178,7.662859917,7.663660049,7.914400101,9393550
7.905859947,7.501709938,7.899040222,7.585000038,16376700
7.691740036,7.161139965,7.576950073,7.166150093,19613100
